id,titulo,marca,modelo,ano,condicao,preco_valor,preco_moeda,loja,url
90739969,GIBSON L-7C SUNBURST de 1961,Gibson,GIBSON L-7C SUNBURST de 1961,1961,Very Good,11070.54,USD,Le Guitarium,https://reverb.com/item/90739969-gibson-l-7c-sunburst-de-1961
99476162,🌟 GOLDEN ERA MASTERPIECE: 1951 GIBSON L-4C ARCHTOP 🌟,Gibson,L-4C,1951,Very Good,4695.00,USD,The Music Guild,https://reverb.com/item/99476162-golden-era-masterpiece-1951-gibson-l-4c-archtop
97630722,Gibson L-7-C 1952 - sunburst,Gibson,L-7-C,1952,Very Good,7200.00,USD,Stevie's Guitars at Lays,https://reverb.com/item/97630722-gibson-l-7-c-1952-sunburst
92565652,Gibson L4C 1956 - Blonde - OHSC,Gibson,l4C,1956,Excellent,7250.00,USD,Shore Point Vintage Guitars ,https://reverb.com/item/92565652-gibson-l4c-1956-blonde-ohsc
2735903,Gibson L4C 1952 Natural,Gibson,L4C,1952,Very Good,7500.00,USD,Bill's Music,https://reverb.com/item/2735903-gibson-l4c-1952-natural
94928864,Gibson L7C 1965 - Sunburst,Gibson,L7C,1965,Excellent,7995.00,USD,Best guitars,https://reverb.com/item/94928864-gibson-l7c-1965-sunburst
91384939,1967 Gibson L-4C Sunburst RARE L4 Archtop Hollowbody Carved Top ES-175 American Vintage 60s 1960's Kalamazoo USA Custom Order Pre CES L4CES,Gibson,L-4C,1967,Excellent,8422.03,USD,Randy's Guitar Collection,https://reverb.com/item/91384939-1967-gibson-l-4c-sunburst-rare-l4-archtop-hollowbody-carved-top-es-175-american-vintage-60s-1960-s-kalamazoo-usa-custom-order-pre-ces-l4ces
91704893,Gibson L7C Black 1950,Gibson,L7C,1950,Good,8000.00,USD,Chicago Music Exchange,https://reverb.com/item/91704893-gibson-l7c-black-1950
95024024,"Gibson L-4C Archtop Guitar, 1958, Sunburst Finish, Original Brown Case",Gibson,L-4C,1958,Very Good,4999.00,USD,Clark's Music,https://reverb.com/item/95024024-gibson-l-4c-archtop-guitar-1958-sunburst-finish-original-brown-case
99187290,Gibson Custom Shop Gibson 2023 1942 Banner J-45 Murphy Lab Light Aged,Gibson,Gibson 2023 1942 Banner J-45 Murphy Lab Light Aged,2023,Very Good,4902.86,USD,TC GAKKI,https://reverb.com/item/99187290-gibson-custom-shop-gibson-2023-1942-banner-j-45-murphy-lab-light-aged
78824190,Gibson L-00 Standard Vintage Sunburst,Gibson,Gibson L-00 Standard,,Mint,2761.67,USD,OrganigramaGuitars,https://reverb.com/item/78824190-gibson-l-00-standard-vintage-sunburst
75395340,Gibson SJ-200 Studio Rosewood - Rosewood Burst,Gibson,Gibson SJ-200 Studio Rosewood - Rosewood Burst,,Brand New,4199.00,USD,Dave's Guitar Shop,https://reverb.com/item/75395340-gibson-sj-200-studio-rosewood-rosewood-burst
98821809,Gibson Everly Brothers J-180 Acoustic Electric Guitar,Gibson,Gibson Everly Brothers J-180 Acoustic Electric Guitar,,Mint,4249.89,USD,Sam Ash Music Direct,https://reverb.com/item/98821809-gibson-everly-brothers-j-180-acoustic-electric-guitar
94786460,Gibson J-45 Standard Vintage Sunburst,Gibson,Gibson J-45 Standard Vintage Sunburst,,Brand New,2994.03,USD,Music City Canada,https://reverb.com/item/94786460-gibson-j-45-standard-vintage-sunburst
98821880,Gibson SJ 200 Studio Walnut Natural,Gibson,Gibson SJ 200 Studio Walnut Natural,,Mint,3144.89,USD,Sam Ash Music Direct,https://reverb.com/item/98821880-gibson-sj-200-studio-walnut-natural
98156748,Gibson Pre-War SJ-200 Rosewood Murphy Lab Light Aged Faded Vintage Sunburst,Gibson,Gibson Pre-War SJ-200 Rosewood Murphy Lab Light Aged Faded,,Brand New,8499.00,USD,The Music Zoo,https://reverb.com/item/98156748-gibson-pre-war-sj-200-rosewood-murphy-lab-light-aged-faded-vintage-sunburst
100052924,Gibson Pre-War SJ-200 Rosewood Murphy Lab Light Aged Faded Vintage Sunburst,Gibson,Gibson Pre-War SJ-200 Rosewood Murphy Lab Light Aged Faded,,Brand New,8499.00,USD,The Music Zoo,https://reverb.com/item/100052924-gibson-pre-war-sj-200-rosewood-murphy-lab-light-aged-faded-vintage-sunburst
100246281,Gibson Custom Shop Montana RAVEN Kirk Hammett Ebony Acoustic Guitar SIGNED! 2025,Gibson,Gibson Custom Shop Montana RAVEN Kirk Hammett Ebony Acoustic Guitar SIGNED! 2025,2025,Mint,7250.00,USD,Kansas City Vintage Guitars,https://reverb.com/item/100246281-gibson-custom-shop-montana-raven-kirk-hammett-ebony-acoustic-guitar-signed-2025
84327597,Gibson Everly Brothers J-180 Ebony w/case,Gibson,Gibson Everly Brothers J-180 Ebony w/case,,Brand New,4999.00,USD,Tone Shop Guitars,https://reverb.com/item/84327597-gibson-everly-brothers-j-180-ebony-w-case
84581723,Gibson Hummingbird Standard Acoustic-Electric Left-Handed Vintage Cherry Sunburst,Gibson,Gibson Hummingbird Standard -Electric Left-Handed,,Brand New,3999.00,USD,The Music Zoo,https://reverb.com/item/84581723-gibson-hummingbird-standard-acoustic-electric-left-handed-vintage-cherry-sunburst
99904587,Gibson - SJ-200 Standard - Acoustic-Electric Guitar - Classic White - w/ Hardshell Case,Gibson,Gibson - SJ-200 Standard - -Electric Guitar - - w/ Hardshell Case,,Brand New,6499.00,USD,Manchester Music Mill,https://reverb.com/item/99904587-gibson-sj-200-standard-acoustic-electric-guitar-classic-white-w-hardshell-case
73092091,Gibson 1942 Banner J-45 - Vintage Sunburst,Gibson,Gibson 1942 Banner J-45 - Vintage Sunburst,,Brand New,4999.00,USD,Dave's Guitar Shop,https://reverb.com/item/73092091-gibson-1942-banner-j-45-vintage-sunburst
99016178,Gibson Songwriter Deluxe EC Studio Acoustic-Electric Guitar 2011 Pre-Owned,Gibson,Gibson Songwriter Deluxe EC Studio Acoustic-Electric Guitar 2011 Pre-Owned,,Very Good,2777.21,USD,The Rock Inn,https://reverb.com/item/99016178-gibson-songwriter-deluxe-ec-studio-acoustic-electric-guitar-2011-pre-owned
86937136,Gibson SJ-200 Studio Walnut Gloss Top Natural w/case,Gibson,Gibson SJ-200 Studio Walnut Gloss Top Natural w/case,,Brand New,3699.00,USD,Tone Shop Guitars,https://reverb.com/item/86937136-gibson-sj-200-studio-walnut-gloss-top-natural-w-case
67497981,Gibson Hummingbird Standard Vintage Sunburst,Gibson,Gibson Standard Sunburst,,Brand New,3999.00,USD,Detroit Guitar,https://reverb.com/item/67497981-gibson-hummingbird-standard-vintage-sunburst
99406250,Gibson Hummingbird Standard Vintage Sunburst (020),Gibson,Gibson Hummingbird Standard Vintage Sunburst (020),,Brand New,3999.00,USD,Willcutt Guitars,https://reverb.com/item/99406250-gibson-hummingbird-standard-vintage-sunburst-020
40115074,CHITARRA ACUSTICA GIBSON J-45 STANDARD Vintage Sunburst,Gibson,GIBSON,,Brand New,3732.61,USD,Firefly Audio,https://reverb.com/item/40115074-chitarra-acustica-gibson-j-45-standard-vintage-sunburst
99554712,Gibson J-45 Standard - Vintage Sunburst,Gibson,Gibson J-45 Standard - Vintage Sunburst,,Brand New,2999.00,USD,Music Villa,https://reverb.com/item/99554712-gibson-j-45-standard-vintage-sunburst
97947665,Gibson 50’s J-45 Original Ebony,Gibson,Gibson 50’s J-45 Original Ebony,,Brand New,3199.00,USD,Music Villa,https://reverb.com/item/97947665-gibson-50-s-j-45-original-ebony
99754807,Gibson J-45 Standard Acoustic Guitar - Vintage Sunburst,Gibson,Gibson J-45 Standard Acoustic Guitar - Vintage Sunburst,,Brand New,2999.00,USD,Motor City Guitar,https://reverb.com/item/99754807-gibson-j-45-standard-acoustic-guitar-vintage-sunburst
97842201,1974 Gibson Southern Jumbo Deluxe SJ-D Natural w case,Gibson,Gibson Southern Jumbo Deluxe SJN / Country Western 1970 - 1977,1974,Very Good,2600.00,USD,D-Town Guitars,https://reverb.com/item/97842201-1974-gibson-southern-jumbo-deluxe-sj-d-natural-w-case
96490358,Gibson J-45 Century 12-Fret Ebony w/case,Gibson,Gibson J-45 Century 12-Fret Ebony w/case,,Brand New,2399.00,USD,Tone Shop Guitars,https://reverb.com/item/96490358-gibson-j-45-century-12-fret-ebony-w-case
99675053,Gibson - J-45 Century - 12-Fret Acoustic Guitar - Vintage Sunburst - with  Hardshell Case - x6048 (OCRS4C12VS-6048),Gibson,Gibson - J-45 Century - 12-Fret Guitar - - w/ Hardshell Case - x6048,,Brand New,2399.00,USD,Manchester Music Mill,https://reverb.com/item/99675053-gibson-j-45-century-12-fret-acoustic-guitar-vintage-sunburst-with-hardshell-case-x6048-ocrs4c12vs-6048
96490326,Gibson J-45 Century 12-Fret Vintage Sunburst w/case,Gibson,Gibson J-45 Century 12-Fret Vintage Sunburst w/case,,Brand New,2399.00,USD,Tone Shop Guitars,https://reverb.com/item/96490326-gibson-j-45-century-12-fret-vintage-sunburst-w-case
99408667,Gibson - J-45 Century - 12-Fret Acoustic Guitar - Vintage Amber - w/ Hardshell Case - x6085,Gibson,Gibson - J-45 Century - 12-Fret Guitar - - w/ Hardshell Case - x6085,,Brand New,2399.00,USD,Manchester Music Mill,https://reverb.com/item/99408667-gibson-j-45-century-12-fret-acoustic-guitar-vintage-amber-w-hardshell-case-x6085
91512773,"Gibson 1919 Harp Guitar ""U"" Style Acoustic Instrument Pre-Owned",Gibson,"Gibson 1919 Harp Guitar ""U"" Style Acoustic Instrument Pre-Owned",,Very Good,8714.70,USD,The Rock Inn,https://reverb.com/item/91512773-gibson-1919-harp-guitar-u-style-acoustic-instrument-pre-owned
92173645,Gibson Hummingbird Original Heritage Cherry Sunburst Acoustic-Electric Guitar,Gibson,Gibson Hummingbird Original Heritage Cherry Sunburst Acoustic-Electric Guitar,,Brand New,6335.29,USD,The Rock Inn,https://reverb.com/item/92173645-gibson-hummingbird-original-heritage-cherry-sunburst-acoustic-electric-guitar
70879263,Gibson Hummingbird Original Antique Natural,Gibson,Gibson Hummingbird Original Antique Natural,,Brand New,3832.42,USD,Sam Music GmbH,https://reverb.com/item/70879263-gibson-hummingbird-original-antique-natural
70879259,Gibson G-200 EC Natural,Gibson,Gibson G-200 EC Natural,,Brand New,1911.16,USD,Sam Music GmbH,https://reverb.com/item/70879259-gibson-g-200-ec-natural
14383374,Gibson J185 Acoustic Electric 2007 Mini Jumbo,Gibson,GIBSON J185 MINI JUMBO Acoustic Electric,,Excellent,4819.20,USD,Carlingford Music Centre,https://reverb.com/item/14383374-gibson-j185-acoustic-electric-2007-mini-jumbo
94786459,Gibson Hummingbird Original - Heritage Cherryburst,Gibson,Gibson Hummingbird Original - Heritage Cherryburst,,Brand New,4042.20,USD,Music City Canada,https://reverb.com/item/94786459-gibson-hummingbird-original-heritage-cherryburst
84875603,Gibson 1942 Banner J-45 - Vintage Sunburst Light Aged,Gibson,Gibson 1942 Banner J-45 - Vintage Sunburst Light Aged,,Brand New,6499.00,USD,Dave's Guitar Shop,https://reverb.com/item/84875603-gibson-1942-banner-j-45-vintage-sunburst-light-aged
85370185,Used Gibson SJ-200 Standard Rosewood Acoustic Electric - Rosewood Burst,Gibson,Gibson SJ-200 Standard Rosewood,,Mint,4799.00,USD,Cream City Music,https://reverb.com/item/85370185-used-gibson-sj-200-standard-rosewood-acoustic-electric-rosewood-burst
85368841,Gibson Hummingbird Standard Vintage Cherry Sunburst (076),Gibson,Gibson Hummingbird Standard Vintage Cherry Sunburst (076),,Brand New,3999.00,USD,Willcutt Guitars,https://reverb.com/item/85368841-gibson-hummingbird-standard-vintage-cherry-sunburst-076
85945436,CHITARRA ACUSTICA GIBSON Generation Collection G-45,Gibson,GIBSON,,Brand New,1543.77,USD,Firefly Audio,https://reverb.com/item/85945436-chitarra-acustica-gibson-generation-collection-g-45
57216339,Gibson G-45 Generation Collection Acoustic Guitar - Natural,Gibson,Gibson G-45 Generation Collection Guitar -,,Brand New,1199.00,USD,Motor City Guitar,https://reverb.com/item/57216339-gibson-g-45-generation-collection-acoustic-guitar-natural
98772314,Gibson L-00 Original - Vintage Sunburst - 2nd Hand (166981),Gibson,Gibson L-00 Original - Vintage Sunburst - 2nd Hand (166981),,Very Good,2787.47,USD,Rich Tone Music,https://reverb.com/item/98772314-gibson-l-00-original-vintage-sunburst-2nd-hand-166981
78410231,Gibson 1934 Jumbo - Vintage Sunburst,Gibson,Gibson 1934 Jumbo - Vintage Sunburst,,Brand New,4999.00,USD,Dave's Guitar Shop,https://reverb.com/item/78410231-gibson-1934-jumbo-vintage-sunburst
85369189,Gibson Southern Jumbo Original Vintage Sunburst (024),Gibson,Gibson Southern Jumbo Original Vintage Sunburst (024),,Brand New,3499.00,USD,Willcutt Guitars,https://reverb.com/item/85369189-gibson-southern-jumbo-original-vintage-sunburst-024
83918779,Gibson Custom Murphy Lab 1933 L00 Light Aged 21054056,Gibson,Gibson Custom Murphy Lab 1933 L00 Light Aged,1933,Brand New,4693.90,USD,Coda Music,https://reverb.com/item/83918779-gibson-custom-murphy-lab-1933-l00-light-aged-21054056
78868685,Gibson Hummingbird Original - Antique Natural,Gibson,Gibson Hummingbird Original - Antique Natural,,Brand New,3999.00,USD,Dave's Guitar Shop,https://reverb.com/item/78868685-gibson-hummingbird-original-antique-natural
96519409,Gibson - Dove Original - Acoustic-Electric Guitar - Antique Natural - with  Hardshell Case - x6103 (OCSSDOAN-6103),Gibson,Gibson - Dove Original - -Electric Guitar - - w/ Hardshell Case - x6103,,Brand New,4999.00,USD,Manchester Music Mill,https://reverb.com/item/96519409-gibson-dove-original-acoustic-electric-guitar-antique-natural-with-hardshell-case-x6103-ocssdoan-6103
99339669,Gibson Dove Original - Vintage Cherry Sunburst,Gibson,Gibson Dove Original - Vintage Cherry Sunburst,,Brand New,4999.00,USD,Music Villa,https://reverb.com/item/99339669-gibson-dove-original-vintage-cherry-sunburst
99599005,Gibson Limited Edition 100th Anniversary Dove in Cremona Burst,Gibson,Gibson Dove,2026,Brand New,5999.00,USD,Casino Guitars,https://reverb.com/item/99599005-gibson-limited-edition-100th-anniversary-dove-in-cremona-burst
99406253,Gibson SJ-200 Original Vintage Sunburst (037),Gibson,Gibson SJ-200 Original Vintage Sunburst (037),,Brand New,5699.00,USD,Willcutt Guitars,https://reverb.com/item/99406253-gibson-sj-200-original-vintage-sunburst-037
93514495,Gibson Custom Shop 1942 Banner Southern Jumbo Murphy Lab Light Aged Vintage Sunburst (047),Gibson,Gibson Custom Shop 1942 Banner Southern Jumbo Murphy Lab Light Aged Vintage Sunburst (047),,Brand New,6799.00,USD,Willcutt Guitars,https://reverb.com/item/93514495-gibson-custom-shop-1942-banner-southern-jumbo-murphy-lab-light-aged-vintage-sunburst-047
78410379,Gibson 1936 J-35 - Vintage Sunburst,Gibson,Gibson 1936 J-35 - Vintage Sunburst,,Brand New,4999.00,USD,Dave's Guitar Shop,https://reverb.com/item/78410379-gibson-1936-j-35-vintage-sunburst
98898926,1935 Gibson L4 w/ Fancy Inlays - 4.78 LBS,Gibson,Gibson L4 (Burst),1932 ,Very Good,3999.00,USD,The Guitar Rescue ,https://reverb.com/item/98898926-1935-gibson-l4-w-fancy-inlays-4-78-lbs
99598961,Gibson Limited Edition 100th Anniversary Advanced Dreadnought in Cremona Burst,Gibson,Gibson Advanced Jumbo,2026,Brand New,5999.00,USD,Casino Guitars,https://reverb.com/item/99598961-gibson-limited-edition-100th-anniversary-advanced-dreadnought-in-cremona-burst
96489751,Gibson J-185 Century 12-Fret Vintage Sunburst w/case,Gibson,Gibson J-185 Century 12-Fret Vintage Sunburst w/case,,Brand New,2499.00,USD,Tone Shop Guitars,https://reverb.com/item/96489751-gibson-j-185-century-12-fret-vintage-sunburst-w-case
96493835,Gibson - J-185 Century 12-Fret - Acoustic Guitar - Vintage Sunburst - with  Century Series Tweed Case (OCJB8512VS),Gibson,Gibson - J-185 Century 12-Fret - Guitar - - w/ Century Series Tweed Case,,Brand New,2499.00,USD,Manchester Music Mill,https://reverb.com/item/96493835-gibson-j-185-century-12-fret-acoustic-guitar-vintage-sunburst-with-century-series-tweed-case-ocjb8512vs
97267070,Gibson J-185 Century 12-Fret Vintage Amber w/case,Gibson,Gibson J-185 Century 12-Fret Vintage Amber w/case,,Brand New,2499.00,USD,Tone Shop Guitars,https://reverb.com/item/97267070-gibson-j-185-century-12-fret-vintage-amber-w-case
100146682,Gibson - L-00 Century - 12-Fret Acoustic Guitar - Vintage Sunburst - w/ Hardshell Case,Gibson,Gibson - L-00 Century - 12-Fret Guitar - - w/ Hardshell Case,,Brand New,2299.00,USD,Manchester Music Mill,https://reverb.com/item/100146682-gibson-l-00-century-12-fret-acoustic-guitar-vintage-sunburst-w-hardshell-case
87178039,Gibson Hummingbird Standard Rosewood EC Rosewood Burst (086),Gibson,Gibson Hummingbird Standard Rosewood EC Rosewood Burst (086),,Brand New,4599.00,USD,Willcutt Guitars,https://reverb.com/item/87178039-gibson-hummingbird-standard-rosewood-ec-rosewood-burst-086
78220037,Gibson 1933 L-00 - Ebony Light Aged,Gibson,Gibson 1933 L-00 - Ebony Light Aged,,Brand New,5499.00,USD,Dave's Guitar Shop,https://reverb.com/item/78220037-gibson-1933-l-00-ebony-light-aged
94925973,*Video* 1976 Gibson Hummingbird Jumbo Acoustic Wine Red Norlin Era w/OHSC & Hang Tags,Gibson,Gibson Hummingbird,1976,Very Good,3899.00,USD,Northwest Vintage Guitars,https://reverb.com/item/94925973-video-1976-gibson-hummingbird-jumbo-acoustic-wine-red-norlin-era-w-ohsc-hang-tags
96282843,Gibson LGO With Case 1960's,Gibson,Gibson LGO,,Fair,1499.00,USD,Third Rock Music Center,https://reverb.com/item/96282843-gibson-lgo-with-case-1960-s
99053898,Gibson - 2005 J-190 EC Fusion Electric Acoustic Guitar Antique Natural w/OHSC and Top Crack AS-IS - USED,Gibson,Gibson - J-190 EC Fusion Electric Guitar w/OHSC and Top Crack AS-IS - USED,2005,Very Good,2499.99,USD,Manchester Music Mill,https://reverb.com/item/99053898-gibson-2005-j-190-ec-fusion-electric-acoustic-guitar-antique-natural-w-ohsc-and-top-crack-as-is-used
94061330,Gibson J-45 Special Satin Vintage Sunburst Acoustic-Electric Guitar,Gibson,Gibson J-45 Special Satin Vintage Sunburst Acoustic-Electric Guitar,,Brand New,3167.64,USD,The Rock Inn,https://reverb.com/item/94061330-gibson-j-45-special-satin-vintage-sunburst-acoustic-electric-guitar
96546876,Gibson Hummingbird Special Acoustic Electric Guitar - Satin Vintage Cherry Burst - 23255100,Gibson,Gibson Hummingbird Special Acoustic Electric Guitar - Satin Vintage Cherry Burst - 23255100,,Brand New,2812.01,USD,DW Music ,https://reverb.com/item/96546876-gibson-hummingbird-special-acoustic-electric-guitar-satin-vintage-cherry-burst-23255100
94786458,Gibson Hummingbird Faded Acoustic Guitar - Natural,Gibson,Gibson Hummingbird Faded Acoustic Guitar - Natural,,Brand New,3518.12,USD,Music City Canada,https://reverb.com/item/94786458-gibson-hummingbird-faded-acoustic-guitar-natural
94786559,Gibson J-45 Special Acoustic-Electric Guitar with Softshell Case (Satin Wine Red),Gibson,Gibson J-45 Special Acoustic-Electric Guitar with Softshell Case (Satin Wine Red),,Brand New,2020.73,USD,Music City Canada,https://reverb.com/item/94786559-gibson-j-45-special-acoustic-electric-guitar-with-softshell-case-satin-wine-red
85888594,Gibson Hummingbird Standard Rosewood EC Rosewood Burst  w/case,Gibson,Gibson Hummingbird Standard Rosewood EC Rosewood Burst  w/case,,Brand New,4599.00,USD,Tone Shop Guitars,https://reverb.com/item/85888594-gibson-hummingbird-standard-rosewood-ec-rosewood-burst-w-case
62359040,Gibson Hummingbird Faded 50s Acoustic-Electric Guitar - Natural,Gibson,Gibson Faded 50s -Electric Guitar - Natural,,Brand New,3499.00,USD,Motor City Guitar,https://reverb.com/item/62359040-gibson-hummingbird-faded-50s-acoustic-electric-guitar-natural
